feature_index,feature_name,raw_column,source_role,question_id,question_text,question_type,option_label,applicable_categories,is_missing_sentinel,train_positive_count
338,answer__does_the_game_include_the_ability_or_requirement_to_wage_c8e71373__yes,answer__does_the_game_include_the_ability_or_requirement_to_wage_c8e71373,radio,does_the_game_include_the_ability_or_requirement_to_wage_c8e71373,"Does the game include the ability or requirement to wager, purchase entrance fees, additional chances to win, boosts, or any other purchases potentially related to earning or winning cash rewards or rewards of significant monetary value?",radio,Yes,Game,false,10
339,answer__does_the_game_include_the_ability_or_requirement_to_wage_c8e71373__inactive,answer__does_the_game_include_the_ability_or_requirement_to_wage_c8e71373,radio,does_the_game_include_the_ability_or_requirement_to_wage_c8e71373,"Does the game include the ability or requirement to wager, purchase entrance fees, additional chances to win, boosts, or any other purchases potentially related to earning or winning cash rewards or rewards of significant monetary value?",radio,__INACTIVE__,Game,true,386
340,answer__does_the_game_include_the_ability_or_requirement_to_wage_c8e71373__not_applicable,answer__does_the_game_include_the_ability_or_requirement_to_wage_c8e71373,radio,does_the_game_include_the_ability_or_requirement_to_wage_c8e71373,"Does the game include the ability or requirement to wager, purchase entrance fees, additional chances to win, boosts, or any other purchases potentially related to earning or winning cash rewards or rewards of significant monetary value?",radio,__NOT_APPLICABLE__,Game,true,404
341,answer__does_the_game_include_the_ability_to_block_users_or_user_ae7dcc61__no,answer__does_the_game_include_the_ability_to_block_users_or_user_ae7dcc61,radio,does_the_game_include_the_ability_to_block_users_or_user_ae7dcc61,Does the game include the ability to block users or user-generated content?,radio,No,Game,false,31
342,answer__does_the_game_include_the_ability_to_block_users_or_user_ae7dcc61__yes,answer__does_the_game_include_the_ability_to_block_users_or_user_ae7dcc61,radio,does_the_game_include_the_ability_to_block_users_or_user_ae7dcc61,Does the game include the ability to block users or user-generated content?,radio,Yes,Game,false,6
343,answer__does_the_game_include_the_ability_to_block_users_or_user_ae7dcc61__inactive,answer__does_the_game_include_the_ability_to_block_users_or_user_ae7dcc61,radio,does_the_game_include_the_ability_to_block_users_or_user_ae7dcc61,Does the game include the ability to block users or user-generated content?,radio,__INACTIVE__,Game,true,369
344,answer__does_the_game_include_the_ability_to_block_users_or_user_ae7dcc61__not_applicable,answer__does_the_game_include_the_ability_to_block_users_or_user_ae7dcc61,radio,does_the_game_include_the_ability_to_block_users_or_user_ae7dcc61,Does the game include the ability to block users or user-generated content?,radio,__NOT_APPLICABLE__,Game,true,404
345,answer__does_the_game_include_the_ability_to_report_users_or_use_5e66cfbc__no,answer__does_the_game_include_the_ability_to_report_users_or_use_5e66cfbc,radio,does_the_game_include_the_ability_to_report_users_or_use_5e66cfbc,Does the game include the ability to report users or user-generated content?,radio,No,Game,false,31
346,answer__does_the_game_include_the_ability_to_report_users_or_use_5e66cfbc__yes,answer__does_the_game_include_the_ability_to_report_users_or_use_5e66cfbc,radio,does_the_game_include_the_ability_to_report_users_or_use_5e66cfbc,Does the game include the ability to report users or user-generated content?,radio,Yes,Game,false,6
347,answer__does_the_game_include_the_ability_to_report_users_or_use_5e66cfbc__inactive,answer__does_the_game_include_the_ability_to_report_users_or_use_5e66cfbc,radio,does_the_game_include_the_ability_to_report_users_or_use_5e66cfbc,Does the game include the ability to report users or user-generated content?,radio,__INACTIVE__,Game,true,369
348,answer__does_the_game_include_the_ability_to_report_users_or_use_5e66cfbc__not_applicable,answer__does_the_game_include_the_ability_to_report_users_or_use_5e66cfbc,radio,does_the_game_include_the_ability_to_report_users_or_use_5e66cfbc,Does the game include the ability to report users or user-generated content?,radio,__NOT_APPLICABLE__,Game,true,404
349,answer__does_the_game_include_the_purchase_or_sale_of_digital_go_9a08ca09__no,answer__does_the_game_include_the_purchase_or_sale_of_digital_go_9a08ca09,radio,does_the_game_include_the_purchase_or_sale_of_digital_go_9a08ca09,"Does the game include the purchase or sale of digital goods, cash rewards, gift cards, play-to-earn features, convertible cryptocurrency rewards, or the issuance of transferable digital assets (e.g., NFTs)?",radio,No,Game,false,349
350,answer__does_the_game_include_the_purchase_or_sale_of_digital_go_9a08ca09__yes,answer__does_the_game_include_the_purchase_or_sale_of_digital_go_9a08ca09,radio,does_the_game_include_the_purchase_or_sale_of_digital_go_9a08ca09,"Does the game include the purchase or sale of digital goods, cash rewards, gift cards, play-to-earn features, convertible cryptocurrency rewards, or the issuance of transferable digital assets (e.g., NFTs)?",radio,Yes,Game,false,57
351,answer__does_the_game_include_the_purchase_or_sale_of_digital_go_9a08ca09__inactive,answer__does_the_game_include_the_purchase_or_sale_of_digital_go_9a08ca09,radio,does_the_game_include_the_purchase_or_sale_of_digital_go_9a08ca09,"Does the game include the purchase or sale of digital goods, cash rewards, gift cards, play-to-earn features, convertible cryptocurrency rewards, or the issuance of transferable digital assets (e.g., NFTs)?",radio,__INACTIVE__,Game,true,0
352,answer__does_the_game_include_the_purchase_or_sale_of_digital_go_9a08ca09__not_applicable,answer__does_the_game_include_the_purchase_or_sale_of_digital_go_9a08ca09,radio,does_the_game_include_the_purchase_or_sale_of_digital_go_9a08ca09,"Does the game include the purchase or sale of digital goods, cash rewards, gift cards, play-to-earn features, convertible cryptocurrency rewards, or the issuance of transferable digital assets (e.g., NFTs)?",radio,__NOT_APPLICABLE__,Game,true,404
353,answer__does_the_game_natively_allow_users_to_interact_or_exchan_a4531922__no,answer__does_the_game_natively_allow_users_to_interact_or_exchan_a4531922,radio,does_the_game_natively_allow_users_to_interact_or_exchan_a4531922,"Does the game natively allow users to interact or exchange content with other users through voice communication, text, or sharing images or audio?",radio,No,Game,false,369
354,answer__does_the_game_natively_allow_users_to_interact_or_exchan_a4531922__yes,answer__does_the_game_natively_allow_users_to_interact_or_exchan_a4531922,radio,does_the_game_natively_allow_users_to_interact_or_exchan_a4531922,"Does the game natively allow users to interact or exchange content with other users through voice communication, text, or sharing images or audio?",radio,Yes,Game,false,37
355,answer__does_the_game_natively_allow_users_to_interact_or_exchan_a4531922__inactive,answer__does_the_game_natively_allow_users_to_interact_or_exchan_a4531922,radio,does_the_game_natively_allow_users_to_interact_or_exchan_a4531922,"Does the game natively allow users to interact or exchange content with other users through voice communication, text, or sharing images or audio?",radio,__INACTIVE__,Game,true,0
356,answer__does_the_game_natively_allow_users_to_interact_or_exchan_a4531922__not_applicable,answer__does_the_game_natively_allow_users_to_interact_or_exchan_a4531922,radio,does_the_game_natively_allow_users_to_interact_or_exchan_a4531922,"Does the game natively allow users to interact or exchange content with other users through voice communication, text, or sharing images or audio?",radio,__NOT_APPLICABLE__,Game,true,404
357,answer__does_the_game_share_the_user_s_current_and_precise_physi_9a758681__no,answer__does_the_game_share_the_user_s_current_and_precise_physi_9a758681,radio,does_the_game_share_the_user_s_current_and_precise_physi_9a758681,Does the game share the user's current and precise physical location with other users?,radio,No,Game,false,402
358,answer__does_the_game_share_the_user_s_current_and_precise_physi_9a758681__yes,answer__does_the_game_share_the_user_s_current_and_precise_physi_9a758681,radio,does_the_game_share_the_user_s_current_and_precise_physi_9a758681,Does the game share the user's current and precise physical location with other users?,radio,Yes,Game,false,4
359,answer__does_the_game_share_the_user_s_current_and_precise_physi_9a758681__inactive,answer__does_the_game_share_the_user_s_current_and_precise_physi_9a758681,radio,does_the_game_share_the_user_s_current_and_precise_physi_9a758681,Does the game share the user's current and precise physical location with other users?,radio,__INACTIVE__,Game,true,0
360,answer__does_the_game_share_the_user_s_current_and_precise_physi_9a758681__not_applicable,answer__does_the_game_share_the_user_s_current_and_precise_physi_9a758681,radio,does_the_game_share_the_user_s_current_and_precise_physi_9a758681,Does the game share the user's current and precise physical location with other users?,radio,__NOT_APPLICABLE__,Game,true,404
361,answer__does_the_game_take_place_in_a_realistic_or_historical_wa_067f5d44__no,answer__does_the_game_take_place_in_a_realistic_or_historical_wa_067f5d44,radio,does_the_game_take_place_in_a_realistic_or_historical_wa_067f5d44,Does the game take place in a realistic or historical war setting?,radio,No,Game,false,72
362,answer__does_the_game_take_place_in_a_realistic_or_historical_wa_067f5d44__yes,answer__does_the_game_take_place_in_a_realistic_or_historical_wa_067f5d44,radio,does_the_game_take_place_in_a_realistic_or_historical_wa_067f5d44,Does the game take place in a realistic or historical war setting?,radio,Yes,Game,false,4
363,answer__does_the_game_take_place_in_a_realistic_or_historical_wa_067f5d44__inactive,answer__does_the_game_take_place_in_a_realistic_or_historical_wa_067f5d44,radio,does_the_game_take_place_in_a_realistic_or_historical_wa_067f5d44,Does the game take place in a realistic or historical war setting?,radio,__INACTIVE__,Game,true,330
364,answer__does_the_game_take_place_in_a_realistic_or_historical_wa_067f5d44__not_applicable,answer__does_the_game_take_place_in_a_realistic_or_historical_wa_067f5d44,radio,does_the_game_take_place_in_a_realistic_or_historical_wa_067f5d44,Does the game take place in a realistic or historical war setting?,radio,__NOT_APPLICABLE__,Game,true,404
365,answer__does_the_product_focus_on_any_other_age_restricted_activ_f21b28b2__no,answer__does_the_product_focus_on_any_other_age_restricted_activ_f21b28b2,radio,does_the_product_focus_on_any_other_age_restricted_activ_f21b28b2,Does the product focus on any other age-restricted activities or items?,radio,No,All Other App Types,false,27
366,answer__does_the_product_focus_on_any_other_age_restricted_activ_f21b28b2__yes,answer__does_the_product_focus_on_any_other_age_restricted_activ_f21b28b2,radio,does_the_product_focus_on_any_other_age_restricted_activ_f21b28b2,Does the product focus on any other age-restricted activities or items?,radio,Yes,All Other App Types,false,5
367,answer__does_the_product_focus_on_any_other_age_restricted_activ_f21b28b2__inactive,answer__does_the_product_focus_on_any_other_age_restricted_activ_f21b28b2,radio,does_the_product_focus_on_any_other_age_restricted_activ_f21b28b2,Does the product focus on any other age-restricted activities or items?,radio,__INACTIVE__,All Other App Types,true,362
368,answer__does_the_product_focus_on_any_other_age_restricted_activ_f21b28b2__not_applicable,answer__does_the_product_focus_on_any_other_age_restricted_activ_f21b28b2,radio,does_the_product_focus_on_any_other_age_restricted_activ_f21b28b2,Does the product focus on any other age-restricted activities or items?,radio,__NOT_APPLICABLE__,All Other App Types,true,416
369,answer__does_the_product_focus_on_promoting_alcohol_or_tobacco_fda3ff82__no,answer__does_the_product_focus_on_promoting_alcohol_or_tobacco_fda3ff82,radio,does_the_product_focus_on_promoting_alcohol_or_tobacco_fda3ff82,Does the product focus on promoting alcohol or tobacco?,radio,No,All Other App Types,false,27
370,answer__does_the_product_focus_on_promoting_alcohol_or_tobacco_fda3ff82__yes,answer__does_the_product_focus_on_promoting_alcohol_or_tobacco_fda3ff82,radio,does_the_product_focus_on_promoting_alcohol_or_tobacco_fda3ff82,Does the product focus on promoting alcohol or tobacco?,radio,Yes,All Other App Types,false,5
371,answer__does_the_product_focus_on_promoting_alcohol_or_tobacco_fda3ff82__inactive,answer__does_the_product_focus_on_promoting_alcohol_or_tobacco_fda3ff82,radio,does_the_product_focus_on_promoting_alcohol_or_tobacco_fda3ff82,Does the product focus on promoting alcohol or tobacco?,radio,__INACTIVE__,All Other App Types,true,362
372,answer__does_the_product_focus_on_promoting_alcohol_or_tobacco_fda3ff82__not_applicable,answer__does_the_product_focus_on_promoting_alcohol_or_tobacco_fda3ff82,radio,does_the_product_focus_on_promoting_alcohol_or_tobacco_fda3ff82,Does the product focus on promoting alcohol or tobacco?,radio,__NOT_APPLICABLE__,All Other App Types,true,416
373,answer__how_explicitly_depicted_are_these_disturbing_or_gory_ima_31c85158__graphic_detail,answer__how_explicitly_depicted_are_these_disturbing_or_gory_ima_31c85158,radio,how_explicitly_depicted_are_these_disturbing_or_gory_ima_31c85158,How explicitly depicted are these disturbing or gory images?,radio,Graphic Detail,All Other App Types || Game,false,17
374,answer__how_explicitly_depicted_are_these_disturbing_or_gory_ima_31c85158__limited_detail,answer__how_explicitly_depicted_are_these_disturbing_or_gory_ima_31c85158,radio,how_explicitly_depicted_are_these_disturbing_or_gory_ima_31c85158,How explicitly depicted are these disturbing or gory images?,radio,Limited Detail,All Other App Types || Game,false,11
375,answer__how_explicitly_depicted_are_these_disturbing_or_gory_ima_31c85158__moderate_detail,answer__how_explicitly_depicted_are_these_disturbing_or_gory_ima_31c85158,radio,how_explicitly_depicted_are_these_disturbing_or_gory_ima_31c85158,How explicitly depicted are these disturbing or gory images?,radio,Moderate Detail,All Other App Types || Game,false,8
376,answer__how_explicitly_depicted_are_these_disturbing_or_gory_ima_31c85158__inactive,answer__how_explicitly_depicted_are_these_disturbing_or_gory_ima_31c85158,radio,how_explicitly_depicted_are_these_disturbing_or_gory_ima_31c85158,How explicitly depicted are these disturbing or gory images?,radio,__INACTIVE__,All Other App Types || Game,true,764
377,answer__how_explicitly_depicted_are_these_disturbing_or_gory_ima_31c85158__not_applicable,answer__how_explicitly_depicted_are_these_disturbing_or_gory_ima_31c85158,radio,how_explicitly_depicted_are_these_disturbing_or_gory_ima_31c85158,How explicitly depicted are these disturbing or gory images?,radio,__NOT_APPLICABLE__,All Other App Types || Game,true,10
378,answer__how_frequent_are_the_horrifying_elements_793da69a__often,answer__how_frequent_are_the_horrifying_elements_793da69a,radio,how_frequent_are_the_horrifying_elements_793da69a,How frequent are the horrifying elements?,radio,Often,All Other App Types || Game,false,26
379,answer__how_frequent_are_the_horrifying_elements_793da69a__rare,answer__how_frequent_are_the_horrifying_elements_793da69a,radio,how_frequent_are_the_horrifying_elements_793da69a,How frequent are the horrifying elements?,radio,Rare,All Other App Types || Game,false,12
380,answer__how_frequent_are_the_horrifying_elements_793da69a__inactive,answer__how_frequent_are_the_horrifying_elements_793da69a,radio,how_frequent_are_the_horrifying_elements_793da69a,How frequent are the horrifying elements?,radio,__INACTIVE__,All Other App Types || Game,true,762
381,answer__how_frequent_are_the_horrifying_elements_793da69a__not_applicable,answer__how_frequent_are_the_horrifying_elements_793da69a,radio,how_frequent_are_the_horrifying_elements_793da69a,How frequent are the horrifying elements?,radio,__NOT_APPLICABLE__,All Other App Types || Game,true,10
382,answer__how_frequent_are_the_scary_elements_71813163__often,answer__how_frequent_are_the_scary_elements_71813163,radio,how_frequent_are_the_scary_elements_71813163,How frequent are the scary elements?,radio,Often,All Other App Types || Game,false,13
383,answer__how_frequent_are_the_scary_elements_71813163__rare,answer__how_frequent_are_the_scary_elements_71813163,radio,how_frequent_are_the_scary_elements_71813163,How frequent are the scary elements?,radio,Rare,All Other App Types || Game,false,35
384,answer__how_frequent_are_the_scary_elements_71813163__inactive,answer__how_frequent_are_the_scary_elements_71813163,radio,how_frequent_are_the_scary_elements_71813163,How frequent are the scary elements?,radio,__INACTIVE__,All Other App Types || Game,true,752
385,answer__how_frequent_are_the_scary_elements_71813163__not_applicable,answer__how_frequent_are_the_scary_elements_71813163,radio,how_frequent_are_the_scary_elements_71813163,How frequent are the scary elements?,radio,__NOT_APPLICABLE__,All Other App Types || Game,true,10
386,answer__how_frequently_are_revealing_outfits_depicted_dbabdf26__often,answer__how_frequently_are_revealing_outfits_depicted_dbabdf26,radio,how_frequently_are_revealing_outfits_depicted_dbabdf26,How frequently are revealing outfits depicted?,radio,Often,All Other App Types || Game,false,10
387,answer__how_frequently_are_revealing_outfits_depicted_dbabdf26__rarely,answer__how_frequently_are_revealing_outfits_depicted_dbabdf26,radio,how_frequently_are_revealing_outfits_depicted_dbabdf26,How frequently are revealing outfits depicted?,radio,Rarely,All Other App Types || Game,false,27
388,answer__how_frequently_are_revealing_outfits_depicted_dbabdf26__inactive,answer__how_frequently_are_revealing_outfits_depicted_dbabdf26,radio,how_frequently_are_revealing_outfits_depicted_dbabdf26,How frequently are revealing outfits depicted?,radio,__INACTIVE__,All Other App Types || Game,true,763
389,answer__how_frequently_are_revealing_outfits_depicted_dbabdf26__not_applicable,answer__how_frequently_are_revealing_outfits_depicted_dbabdf26,radio,how_frequently_are_revealing_outfits_depicted_dbabdf26,How frequently are revealing outfits depicted?,radio,__NOT_APPLICABLE__,All Other App Types || Game,true,10
390,answer__how_frequently_do_fantasy_drugs_occur_f510ee29__often,answer__how_frequently_do_fantasy_drugs_occur_f510ee29,radio,how_frequently_do_fantasy_drugs_occur_f510ee29,How frequently do fantasy drugs occur?,radio,Often,All Other App Types || Game,false,6
391,answer__how_frequently_do_fantasy_drugs_occur_f510ee29__rarely,answer__how_frequently_do_fantasy_drugs_occur_f510ee29,radio,how_frequently_do_fantasy_drugs_occur_f510ee29,How frequently do fantasy drugs occur?,radio,Rarely,All Other App Types || Game,false,24
392,answer__how_frequently_do_fantasy_drugs_occur_f510ee29__inactive,answer__how_frequently_do_fantasy_drugs_occur_f510ee29,radio,how_frequently_do_fantasy_drugs_occur_f510ee29,How frequently do fantasy drugs occur?,radio,__INACTIVE__,All Other App Types || Game,true,770
393,answer__how_frequently_do_fantasy_drugs_occur_f510ee29__not_applicable,answer__how_frequently_do_fantasy_drugs_occur_f510ee29,radio,how_frequently_do_fantasy_drugs_occur_f510ee29,How frequently do fantasy drugs occur?,radio,__NOT_APPLICABLE__,All Other App Types || Game,true,10
394,answer__how_frequently_do_medical_drugs_occur_04c7e80e__often,answer__how_frequently_do_medical_drugs_occur_04c7e80e,radio,how_frequently_do_medical_drugs_occur_04c7e80e,How frequently do medical drugs occur?,radio,Often,All Other App Types || Game,false,10
395,answer__how_frequently_do_medical_drugs_occur_04c7e80e__rarely,answer__how_frequently_do_medical_drugs_occur_04c7e80e,radio,how_frequently_do_medical_drugs_occur_04c7e80e,How frequently do medical drugs occur?,radio,Rarely,All Other App Types || Game,false,35
396,answer__how_frequently_do_medical_drugs_occur_04c7e80e__inactive,answer__how_frequently_do_medical_drugs_occur_04c7e80e,radio,how_frequently_do_medical_drugs_occur_04c7e80e,How frequently do medical drugs occur?,radio,__INACTIVE__,All Other App Types || Game,true,755
397,answer__how_frequently_do_medical_drugs_occur_04c7e80e__not_applicable,answer__how_frequently_do_medical_drugs_occur_04c7e80e,radio,how_frequently_do_medical_drugs_occur_04c7e80e,How frequently do medical drugs occur?,radio,__NOT_APPLICABLE__,All Other App Types || Game,true,10
398,answer__how_frequently_do_minor_profanities_occur_9d2bf28d__often,answer__how_frequently_do_minor_profanities_occur_9d2bf28d,radio,how_frequently_do_minor_profanities_occur_9d2bf28d,How frequently do minor profanities occur?,radio,Often,All Other App Types || Game,false,15
399,answer__how_frequently_do_minor_profanities_occur_9d2bf28d__rarely,answer__how_frequently_do_minor_profanities_occur_9d2bf28d,radio,how_frequently_do_minor_profanities_occur_9d2bf28d,How frequently do minor profanities occur?,radio,Rarely,All Other App Types || Game,false,14
400,answer__how_frequently_do_minor_profanities_occur_9d2bf28d__inactive,answer__how_frequently_do_minor_profanities_occur_9d2bf28d,radio,how_frequently_do_minor_profanities_occur_9d2bf28d,How frequently do minor profanities occur?,radio,__INACTIVE__,All Other App Types || Game,true,771
401,answer__how_frequently_do_minor_profanities_occur_9d2bf28d__not_applicable,answer__how_frequently_do_minor_profanities_occur_9d2bf28d,radio,how_frequently_do_minor_profanities_occur_9d2bf28d,How frequently do minor profanities occur?,radio,__NOT_APPLICABLE__,All Other App Types || Game,true,10
402,answer__how_frequently_do_sexual_expletives_occur_d0c59225__often,answer__how_frequently_do_sexual_expletives_occur_d0c59225,radio,how_frequently_do_sexual_expletives_occur_d0c59225,How frequently do sexual expletives occur?,radio,Often,All Other App Types || Game,false,14
403,answer__how_frequently_do_sexual_expletives_occur_d0c59225__rarely,answer__how_frequently_do_sexual_expletives_occur_d0c59225,radio,how_frequently_do_sexual_expletives_occur_d0c59225,How frequently do sexual expletives occur?,radio,Rarely,All Other App Types || Game,false,12
404,answer__how_frequently_do_sexual_expletives_occur_d0c59225__inactive,answer__how_frequently_do_sexual_expletives_occur_d0c59225,radio,how_frequently_do_sexual_expletives_occur_d0c59225,How frequently do sexual expletives occur?,radio,__INACTIVE__,All Other App Types || Game,true,774
405,answer__how_frequently_do_sexual_expletives_occur_d0c59225__not_applicable,answer__how_frequently_do_sexual_expletives_occur_d0c59225,radio,how_frequently_do_sexual_expletives_occur_d0c59225,How frequently do sexual expletives occur?,radio,__NOT_APPLICABLE__,All Other App Types || Game,true,10
406,answer__how_frequently_do_the_fantasy_creatures_breasts_appear_e879ee9f__often,answer__how_frequently_do_the_fantasy_creatures_breasts_appear_e879ee9f,radio,how_frequently_do_the_fantasy_creatures_breasts_appear_e879ee9f,How frequently do the fantasy creatures' breasts appear?,radio,Often,All Other App Types || Game,false,9
407,answer__how_frequently_do_the_fantasy_creatures_breasts_appear_e879ee9f__rarely,answer__how_frequently_do_the_fantasy_creatures_breasts_appear_e879ee9f,radio,how_frequently_do_the_fantasy_creatures_breasts_appear_e879ee9f,How frequently do the fantasy creatures' breasts appear?,radio,Rarely,All Other App Types || Game,false,7
408,answer__how_frequently_do_the_fantasy_creatures_breasts_appear_e879ee9f__inactive,answer__how_frequently_do_the_fantasy_creatures_breasts_appear_e879ee9f,radio,how_frequently_do_the_fantasy_creatures_breasts_appear_e879ee9f,How frequently do the fantasy creatures' breasts appear?,radio,__INACTIVE__,All Other App Types || Game,true,784
409,answer__how_frequently_do_the_fantasy_creatures_breasts_appear_e879ee9f__not_applicable,answer__how_frequently_do_the_fantasy_creatures_breasts_appear_e879ee9f,radio,how_frequently_do_the_fantasy_creatures_breasts_appear_e879ee9f,How frequently do the fantasy creatures' breasts appear?,radio,__NOT_APPLICABLE__,All Other App Types || Game,true,10
410,answer__how_frequently_do_the_female_human_breasts_with_nipples__163e9d54__often,answer__how_frequently_do_the_female_human_breasts_with_nipples__163e9d54,radio,how_frequently_do_the_female_human_breasts_with_nipples__163e9d54,How frequently do the female human breasts with nipples appear?,radio,Often,All Other App Types || Game,false,9
411,answer__how_frequently_do_the_female_human_breasts_with_nipples__163e9d54__rarely,answer__how_frequently_do_the_female_human_breasts_with_nipples__163e9d54,radio,how_frequently_do_the_female_human_breasts_with_nipples__163e9d54,How frequently do the female human breasts with nipples appear?,radio,Rarely,All Other App Types || Game,false,8
412,answer__how_frequently_do_the_female_human_breasts_with_nipples__163e9d54__inactive,answer__how_frequently_do_the_female_human_breasts_with_nipples__163e9d54,radio,how_frequently_do_the_female_human_breasts_with_nipples__163e9d54,How frequently do the female human breasts with nipples appear?,radio,__INACTIVE__,All Other App Types || Game,true,783
413,answer__how_frequently_do_the_female_human_breasts_with_nipples__163e9d54__not_applicable,answer__how_frequently_do_the_female_human_breasts_with_nipples__163e9d54,radio,how_frequently_do_the_female_human_breasts_with_nipples__163e9d54,How frequently do the female human breasts with nipples appear?,radio,__NOT_APPLICABLE__,All Other App Types || Game,true,10
414,answer__how_frequently_do_the_human_buttocks_appear_6198e796__often,answer__how_frequently_do_the_human_buttocks_appear_6198e796,radio,how_frequently_do_the_human_buttocks_appear_6198e796,How frequently do the human buttocks appear?,radio,Often,All Other App Types || Game,false,5
415,answer__how_frequently_do_the_human_buttocks_appear_6198e796__rarely,answer__how_frequently_do_the_human_buttocks_appear_6198e796,radio,how_frequently_do_the_human_buttocks_appear_6198e796,How frequently do the human buttocks appear?,radio,Rarely,All Other App Types || Game,false,8
416,answer__how_frequently_do_the_human_buttocks_appear_6198e796__inactive,answer__how_frequently_do_the_human_buttocks_appear_6198e796,radio,how_frequently_do_the_human_buttocks_appear_6198e796,How frequently do the human buttocks appear?,radio,__INACTIVE__,All Other App Types || Game,true,787
417,answer__how_frequently_do_the_human_buttocks_appear_6198e796__not_applicable,answer__how_frequently_do_the_human_buttocks_appear_6198e796,radio,how_frequently_do_the_human_buttocks_appear_6198e796,How frequently do the human buttocks appear?,radio,__NOT_APPLICABLE__,All Other App Types || Game,true,10
418,answer__how_frequently_do_the_nipple_less_breasts_appear_9f7d8dc0__often,answer__how_frequently_do_the_nipple_less_breasts_appear_9f7d8dc0,radio,how_frequently_do_the_nipple_less_breasts_appear_9f7d8dc0,How frequently do the nipple-less breasts appear?,radio,Often,All Other App Types || Game,false,8
419,answer__how_frequently_do_the_nipple_less_breasts_appear_9f7d8dc0__rarely,answer__how_frequently_do_the_nipple_less_breasts_appear_9f7d8dc0,radio,how_frequently_do_the_nipple_less_breasts_appear_9f7d8dc0,How frequently do the nipple-less breasts appear?,radio,Rarely,All Other App Types || Game,false,7
420,answer__how_frequently_do_the_nipple_less_breasts_appear_9f7d8dc0__inactive,answer__how_frequently_do_the_nipple_less_breasts_appear_9f7d8dc0,radio,how_frequently_do_the_nipple_less_breasts_appear_9f7d8dc0,How frequently do the nipple-less breasts appear?,radio,__INACTIVE__,All Other App Types || Game,true,785
421,answer__how_frequently_do_the_nipple_less_breasts_appear_9f7d8dc0__not_applicable,answer__how_frequently_do_the_nipple_less_breasts_appear_9f7d8dc0,radio,how_frequently_do_the_nipple_less_breasts_appear_9f7d8dc0,How frequently do the nipple-less breasts appear?,radio,__NOT_APPLICABLE__,All Other App Types || Game,true,10
422,answer__how_frequently_does_discriminatory_language_occur_5fd2d7f7__often,answer__how_frequently_does_discriminatory_language_occur_5fd2d7f7,radio,how_frequently_does_discriminatory_language_occur_5fd2d7f7,How frequently does discriminatory language occur?,radio,Often,All Other App Types || Game,false,3
423,answer__how_frequently_does_discriminatory_language_occur_5fd2d7f7__rarely,answer__how_frequently_does_discriminatory_language_occur_5fd2d7f7,radio,how_frequently_does_discriminatory_language_occur_5fd2d7f7,How frequently does discriminatory language occur?,radio,Rarely,All Other App Types || Game,false,17
424,answer__how_frequently_does_discriminatory_language_occur_5fd2d7f7__inactive,answer__how_frequently_does_discriminatory_language_occur_5fd2d7f7,radio,how_frequently_does_discriminatory_language_occur_5fd2d7f7,How frequently does discriminatory language occur?,radio,__INACTIVE__,All Other App Types || Game,true,780
425,answer__how_frequently_does_discriminatory_language_occur_5fd2d7f7__not_applicable,answer__how_frequently_does_discriminatory_language_occur_5fd2d7f7,radio,how_frequently_does_discriminatory_language_occur_5fd2d7f7,How frequently does discriminatory language occur?,radio,__NOT_APPLICABLE__,All Other App Types || Game,true,10
426,answer__how_frequently_does_moderate_swearing_occur_7d1d932d__often,answer__how_frequently_does_moderate_swearing_occur_7d1d932d,radio,how_frequently_does_moderate_swearing_occur_7d1d932d,How frequently does moderate swearing occur?,radio,Often,All Other App Types || Game,false,9
427,answer__how_frequently_does_moderate_swearing_occur_7d1d932d__rarely,answer__how_frequently_does_moderate_swearing_occur_7d1d932d,radio,how_frequently_does_moderate_swearing_occur_7d1d932d,How frequently does moderate swearing occur?,radio,Rarely,All Other App Types || Game,false,17
428,answer__how_frequently_does_moderate_swearing_occur_7d1d932d__inactive,answer__how_frequently_does_moderate_swearing_occur_7d1d932d,radio,how_frequently_does_moderate_swearing_occur_7d1d932d,How frequently does moderate swearing occur?,radio,__INACTIVE__,All Other App Types || Game,true,774
429,answer__how_frequently_does_moderate_swearing_occur_7d1d932d__not_applicable,answer__how_frequently_does_moderate_swearing_occur_7d1d932d,radio,how_frequently_does_moderate_swearing_occur_7d1d932d,How frequently does moderate swearing occur?,radio,__NOT_APPLICABLE__,All Other App Types || Game,true,10
430,answer__how_frequently_does_the_genitalia_appear_6e9bbba6__often,answer__how_frequently_does_the_genitalia_appear_6e9bbba6,radio,how_frequently_does_the_genitalia_appear_6e9bbba6,How frequently does the genitalia appear?,radio,Often,All Other App Types || Game,false,72
431,answer__how_frequently_does_the_genitalia_appear_6e9bbba6__rarely,answer__how_frequently_does_the_genitalia_appear_6e9bbba6,radio,how_frequently_does_the_genitalia_appear_6e9bbba6,How frequently does the genitalia appear?,radio,Rarely,All Other App Types || Game,false,9
432,answer__how_frequently_does_the_genitalia_appear_6e9bbba6__inactive,answer__how_frequently_does_the_genitalia_appear_6e9bbba6,radio,how_frequently_does_the_genitalia_appear_6e9bbba6,How frequently does the genitalia appear?,radio,__INACTIVE__,All Other App Types || Game,true,719
