feature_index,feature_name
709,answer__please_select_all_that_the_game_includes_a0533f3c__violence_or_implied_violence_against_humans
710,answer__please_select_all_that_the_game_includes_a0533f3c__none
711,answer__please_select_all_that_the_game_includes_a0533f3c__inactive
712,answer__please_select_all_that_the_game_includes_a0533f3c__not_applicable
713,answer__please_select_all_that_the_game_includes_a17b785f__any_other_games_that_use_in_game_currency_tokens_to_play_and_can_reward_the_same_currency_through_gameplay
714,answer__please_select_all_that_the_game_includes_a17b785f__gambling_themes
715,answer__please_select_all_that_the_game_includes_a17b785f__playable_bingo_games
716,answer__please_select_all_that_the_game_includes_a17b785f__playable_casino_games_lotteries_or_racetrack_betting
717,answer__please_select_all_that_the_game_includes_a17b785f__none
718,answer__please_select_all_that_the_game_includes_a17b785f__inactive
719,answer__please_select_all_that_the_game_includes_a17b785f__not_applicable
720,answer__please_select_all_that_the_game_includes_a522854d__horrifying_elements
721,answer__please_select_all_that_the_game_includes_a522854d__scary_elements
722,answer__please_select_all_that_the_game_includes_a522854d__none
723,answer__please_select_all_that_the_game_includes_a522854d__inactive
724,answer__please_select_all_that_the_game_includes_a522854d__not_applicable
725,answer__please_select_all_that_the_game_includes_ba1c8db3__alcohol
726,answer__please_select_all_that_the_game_includes_ba1c8db3__fantasy_drugs
727,answer__please_select_all_that_the_game_includes_ba1c8db3__illegal_or_recreational_drugs
728,answer__please_select_all_that_the_game_includes_ba1c8db3__medical_drugs
729,answer__please_select_all_that_the_game_includes_ba1c8db3__tobacco
730,answer__please_select_all_that_the_game_includes_ba1c8db3__none
731,answer__please_select_all_that_the_game_includes_ba1c8db3__inactive
732,answer__please_select_all_that_the_game_includes_ba1c8db3__not_applicable
733,answer__please_select_all_that_the_game_includes_c2929670__nudity
734,answer__please_select_all_that_the_game_includes_c2929670__revealing_outfits
735,answer__please_select_all_that_the_game_includes_c2929670__none
736,answer__please_select_all_that_the_game_includes_c2929670__inactive
737,answer__please_select_all_that_the_game_includes_c2929670__not_applicable
738,answer__tobacco_5dc1a9a7__encourages_glamorizes
739,answer__tobacco_5dc1a9a7__reference
740,answer__tobacco_5dc1a9a7__use
741,answer__tobacco_5dc1a9a7__none
742,answer__tobacco_5dc1a9a7__inactive
743,answer__tobacco_5dc1a9a7__not_applicable
744,answer__what_bodily_functions_are_used_for_humorous_purposes_in__93ae31fe__act_of_human_defecation_visually_depicted
745,answer__what_bodily_functions_are_used_for_humorous_purposes_in__93ae31fe__flatulence_with_depiction_of_flatulence_cloud_whimsical_depictions_of_feces_poo_coils_vomiting
746,answer__what_bodily_functions_are_used_for_humorous_purposes_in__93ae31fe__mucus_belching_flatulence_sounds
747,answer__what_bodily_functions_are_used_for_humorous_purposes_in__93ae31fe__urination_urine_realistically_depicted_feces
748,answer__what_bodily_functions_are_used_for_humorous_purposes_in__93ae31fe__none
749,answer__what_bodily_functions_are_used_for_humorous_purposes_in__93ae31fe__inactive
750,answer__what_bodily_functions_are_used_for_humorous_purposes_in__93ae31fe__not_applicable
751,answer__what_bodily_functions_are_used_for_humorous_purposes_in__dac843c1__act_of_human_defecation_visually_depicted
752,answer__what_bodily_functions_are_used_for_humorous_purposes_in__dac843c1__flatulence_with_depiction_of_flatulence_cloud_whimsical_depictions_of_feces_poo_coils_vomiting
753,answer__what_bodily_functions_are_used_for_humorous_purposes_in__dac843c1__mucus_belching_flatulence_sounds
754,answer__what_bodily_functions_are_used_for_humorous_purposes_in__dac843c1__urination_urine_realistically_depicted_feces
755,answer__what_bodily_functions_are_used_for_humorous_purposes_in__dac843c1__none
756,answer__what_bodily_functions_are_used_for_humorous_purposes_in__dac843c1__inactive
757,answer__what_bodily_functions_are_used_for_humorous_purposes_in__dac843c1__not_applicable
